walletAddress,amount,points
0xaD1Ec78724d4598D5039c7b2F84Dda7f533667Ef,380205971147524425759912,25845676.11543864
0x0e0A72A5D742D99D7fcc34C3bAC0a3a40502BC82,289837637900459114462137,19702609.332067627
0xC9fa533C045dDAf9EdE351f50Ca46fd74757260C,286707093542038172017783,19489800.902708776
0x300e929a6862357F36C1AA7880C365Fb79701393,283343250559950189199299,19261133.27827396
0xF8B2565a596C31c694EE27C180D2849616c38516,270366207463825063314289,18378978.661432337
0x4ac70f250c909bE7b9B144F731d8f53DF0ae004F,261369541764330409932882,17767402.501578204
0xA1F667AFC5A6f37674cb12Ce4B4a1ab0A9DF8a51,177185996856756712077186,12044765.822928028
0x28AADa46022635b67d3A7116885CD727A904e8Cc,160354591957360476953909,10900599.048575057
0xb829018D3c3847BBF16BD9CdB2A818ad47C62cF4,125370676978762916405685,8522459.291700905
0x5bCF18EeED688d125A4A5AFEee1C1D12e81bDf33,122712661385171682923101,8341772.465730229
0x5121660D9eD0DA8ca67c7E15241D2d40eC184941,88557358517736822250299,6019960.178374252
0x9Bb09D1B5410cf09B6084B029da942EbA358a6AC,88476856693797264597379,6014487.8180587
0xfe9bab8eed2CfCD5F2E7D532875054Ae09fF694D,16035459195736038964242,1090059.904857505
0x67dE2F403ed7C74AeD06D1283a227C77f2690a8E,12537067697876298552728,852245.9291700908
0x827086F9388E61371D75C6065e8944ADF54A89f5,12271266138517174113076,834177.2465730233
0x792a2631e4b801e22d30D991639FdAFc099Af6f7,8855735851773693866562,601996.017837426
0x073E48DE7e3a9f0b730559f23482b83396C6Df9E,8847685669379741739249,601448.781805871
0xE496FF96f62A871de4F4BDb14b4c5E21d9eAcee0,1573228568531873861502,106945.07483695715
0x41C3c2e086fB0CC0D482735112c19b89c636dE60,915122148832106859118,62208.25673356305
0xDa8155F0347047754b5ae32cdc7cb5af548dee71,803773187246000020423,54638.966887170085
0x54b92c745Db373A61af89A65Ac8725ACaA134412,779720987053820749679,53003.944233121474
0x64874f2C70C125d300a1949Ad57CBd65d5921122,345394558382279399211,23479.262729726015
0x04860549D3C32FC86f5BF12b20a5e1dC5F78cF26,255614838403421089197,17376.20875268051
0xA522cF8143738CB2428844d835518F7DBb830439,234773383568245435526,15959.446438772806
0xf720167c5aAE27D1e50297aC4Cd193F43f2a6DdE,230299808696917665429,15655.341358956373
0x9c432fb4565439Abe8Fd2D9d55e35D9192DF9861,170992309984129008171,11623.730812911665
0x3D40c52E57cB2c89Df0B221f0d2758385e802A7E,159303643211784844880,10829.15755908426
0xE5C3d3467122CFc452721B3bb7f54F072925f062,150460126952537507350,10227.992205819897
0x6E6c73C879764f9545b0e1604aD9Df5EA94A1816,129982358772461367380,8835.952616457625
0xbbeABb8FE42195E79485BAd7D197A97Be906b29B,122060424758347565444,8297.434664941242
0xafc093B1c8419F05d4dE6FF54D38121C0d733752,115525846008209683191,7853.226475845337
0x41477AD5c0Fa869322C040f327089Bd9aa030522,112715525207546491515,7662.1862326445325
0xFd506465f1b2AE145B208d61c49d014D23c05F77,87509747773413366190,5948.745599836422
0xC6757609C4DeBa3B45F168D13641F8cA789502d4,79056718124685858129,5374.124780926556
0x98Fcf2Ecd0Ca94846e578107183B46706c9c8C89,71440643598592501462,4856.398573528108
0x82E4CAC1532fd1c021632D595E8a9aaA777a990f,69929718809510717392,4753.6887906818965
0xc9BF135981e756ADF3c47957E8D3288C6d08d392,68660462700986585105,4667.407183400857
0x8a44b47cc5a84E0082a7D578Db02958837c9F4e1,67030758342220963186,4556.622992154604
0xF1122794Af130F50bCCdB63c161523542AaA7D20,60614489314627519434,4120.45727214713
0xb69ba55F77c64C63bb32c6a7e754a5175189aADf,60391063692049371525,4105.269224837888
0x2B85a89c9de527f2241795Eab0245cF21777c5E7,58225141808850295888,3958.033989905758
