walletAddress,amount,points
0xcf38D626Ad9A9678B8562520FD5d45FCe70df61f,202949817537829483626410,811749.8550869824
0x104aE227cD9A4E6E587C45681934E32eb5FD4748,190997031144697772106156,763941.6198285212
0x109fBD4aF052c620B842e51bACc06004531F819f,128202051213791186455637,512776.9896873684
0x8Ae024108845F5b26C2Ad3074d02017E9aA940d6,38536086708756811276544,154134.96390861194
0x08dA80C62534Fc71764B77D2E03cB40C5d30d18D,19625087229405275138561,78495.57051988812
0x5F64B2C40A834Ec24D224f36B81892029e8B763E,12752767939798073712154,51007.966662297666
0x57fD1260B14914E8E9DD468b6e2130EcA353f749,6463227956475750943355,25851.338132321216
0x00718f5eae439B880d6Ef3e8fE8bA1Be3d60C72f,3702642698709949399927,14809.669260020066
0x6573E6c243FCb2A7d91B14D491550e3f52d5aE78,3422475780968942217442,13689.069805260579
0xA627BB549b4Fa6EeFc0F04Cc3fA2Ed155e5973Cd,2101752709504913127603,8406.499094542287
0x3F9AF3BC17b56B304b98bE83bE0ebEa40077779b,1603847314674513427235,6414.998747293803
0xB609099b6BBaB96b126d2542A8d521D6ECf448F0,1272014076098329724118,5087.746589123955
0x47673FD33B84A0EE8a2BC2eC36df0f774496EA27,328037295525914373684,1312.0693102207479
0xaa3163db743B6000d70439A0D410d24A8f9D172d,185893228719287236572,743.5276528218875
0xeC97f290B3Ac5c6e1a7c738f6f535C8677d35004,143029330628788954982,572.0824971397964
0xb288607e428aB487b284690495A7143345Ea6633,129264559129515021141,517.0267626464243
0xea854882714a5A5B1dd98CBC06E81f97296ABB96,120579309175913465424,482.28787755274277
0x7F1c7e0B57872F29628612870036e97187BB4028,59003919629842215500,236.001312
0x09EcFCe0f940229fF53a40ECf0FEC891e81Fd8DC,26281036702042371189,105.11774779221967
0x6699ef93Ed3bE59426ec9370B14FcE9a270AC556,17077611283384534602,68.30628700582704
0x0548E747522e77989DF14E33bcd3217Ed3aeaa31,3005663152275616312,12.021920777756952
0xCf1cC41cB074A8c3c8eea60Abaf638b093E070Aa,504197179984918420,2.0166659559165816
0x594Df1F334b72709f9F80b4846cE54BA416eE2d3,382912090890668189,1.531555130536717
0x285AE8C93BB1fbC5AF7203b63dB7752a0ef741d3,341552225667690779,1.366125740116541
0xDE82F403bE0f6fFc7ecBA6a0Ce7829CfA584F392,162812727303279448,0.6512112668941843
0x8BFCc22DCD9b69caae3Ed91df7fEa1DFB3cA2b50,39154622414433515,0.15660895612767664
0x251E39B51Edf91b88393D13872E8E883F8C8Ff74,783092448288670,0.003132179122553533
