walletAddress,amount,points
0x00718f5eae439B880d6Ef3e8fE8bA1Be3d60C72f,399416961709409719333053,2283830.114729599
0xcf38D626Ad9A9678B8562520FD5d45FCe70df61f,324054999039654969237745,1852917.2183075065
0x7feB6881C24b4116e482E1fa27C5bc2Be0c9841F,7340229236108877557854,41970.76785797693
0xa2308AAC7f9A0139D56156C3dD6184BE431D5c7F,3405822598245684730500,19474.18602858211
0x6573E6c243FCb2A7d91B14D491550e3f52d5aE78,2579364372816407467326,14748.57253504554
0xF1122794Af130F50bCCdB63c161523542AaA7D20,1111489747731574880163,6355.397996165702
0x255d297864377bD4F4BEf1c7a55453F986E5201F,502062564555904714325,2870.748401629874
0xEBf95a8b85Da2d473D666Aa3BeE8CFd5aAE5ECFb,468734704748940941954,2680.1827091743626
0xa797A4e0b9189a7454819F6561553b65ae932AEe,432246105143267698168,2471.5441920039893
0xc5c8730c1C804272d7259e3543811716d327Bb0B,422405944467876679482,2415.279041951133
0xE894fA40889B4ed2be4A0DE343fb31A35443ac9E,379960161802305265155,2172.577890052065
0x3f1ADb91ffE32746d124512a5636Ba964e9d2FB2,333585914907815094921,1907.414134481273
0x37130086691ae900e7ba22936937c31c8164788F,274627779942957886306,1570.296843405898
0xE003F0340609D901C0aC0903f5F98c9B2704e8FD,203646274605914527456,1164.431006402411
0xFB9e5F5874565A6eF8FCF1DEbc4975501331a8Ca,188091861123851685988,1075.492274869182
0x3cE8bac10dE98b46E6ef42280BBFd30a601F87b3,182088801335153021910,1041.1673211484463
0x57B2bd8197E092afC80a9B8BEdF2882489C95FBC,163834247886511008119,936.7894331425762
0x5f739785797e61d60d13D2E5c9356316ad29EdD2,142285081158442920923,813.5732439495484
0xde450Fef8EA2cA18b850c9567458656a13da3110,135609168570785357133,775.4009786913513
0x2a078D74b6A553ae50388F0c33E8040de520C612,132602152145775022518,758.2071303441658
0xF430c10e48a5888f23123656641BFD8347a2442A,118908877216037808466,679.9102209691504
0xbD579422F0508f763b7AB522A8d2FBD22F5794A4,114544602911013782887,654.9556946413326
0x91d0E43af65D61fCE0d5b3e36d6E9B2d9ECA8c16,111763801481865243659,639.0553232104542
0x90D8E7E9f8a1B81077E9faa6eE8930Fbcc6c8f72,109168576498559318111,624.2160611370401
0x75dEdcAd80F38dF7F990Aad7132129b0968bF613,63190532107818633278,361.31775570066867
0x220a6CB04d48CA2c33735E94DF78c17F8B0F7C9F,39454707984742810822,225.59845700537556
0x98Fcf2Ecd0Ca94846e578107183B46706c9c8C89,38287756733806808995,218.9259351427512
0x35873857F37a2B6c5D47C6Db742b741fa7215A99,35670827198510828282,203.9625684012494
0xBC34CB7C23Cf90508464D37eAC241613e4487eDF,35064982372143788325,200.4984023994139
0xDB38e01BA0d515ef152C79155f19E338Cd823a56,33038957746245337432,188.91377656377642
0x261b013B82CF1f4F1D5572f40B42679E0dC5798b,31217242309744644757,178.49737222145166
0xA8C63aE515700A02Db82aAfCE8B068Deb62229eB,28117615249617237794,160.7739846265603
0xe9128dEeBec5044A02A229dC14449350f9e522aB,20901546079252511845,119.51315281130856
0x93124B67Fa7a3324becdE6bE1bff1f21f209cD57,20830117953279327025,119.10473323784302
0xaa0C6B57caFf5D97756DfcD5c068acDe5d24CBa3,20625829798270313375,117.93663201726548
0x95C7887f349b897152FaA4A79207B58B0c8dcAcA,20434549321916822606,116.84290752848489
0x536cBc53D8233eA557f47E70BdDD741c1342e3D5,20067313146668986690,114.74308424441685
0xF62D60dA2fA7FE8db5C3b31fA086108A07CB6635,19854809430411044957,113.52800718658543
