walletAddress,amount,points
0x761a501f45fDB49f47436C58986f7639B76F758B,349554365275641728658229,2241187.2123167547
0x7feB6881C24b4116e482E1fa27C5bc2Be0c9841F,317456702740707609336823,2035391.2676378004
0xa2308AAC7f9A0139D56156C3dD6184BE431D5c7F,12320661240211718904902,78994.60330605507
0xfBF0Be2aB66CeCdAE562f973C9D1E9EdE6756ac5,6356173900031428274815,40752.96171105955
0x8a44b47cc5a84E0082a7D578Db02958837c9F4e1,961499634491339179476,6164.708267253284
0xAE699e2c6E4Ac9e4D486A5777f4f4ad0b69C9602,591754098126111671263,3794.0642409385246
0x76F4e514A072DDEA37DD66103DB81192352f9304,544660836603527172883,3492.1231811337716
0xb7CcDe74e3c3d43409D7a4b33b3b41736C4b1Aa6,474476189037803237625,3042.1304182019685
0xFB9e5F5874565A6eF8FCF1DEbc4975501331a8Ca,471370827881662705749,3022.220222809961
0x3422371C6BCab99a609213497F78914B8d231D07,425455152811293885406,2727.8293238965534
0x9A1524E938EcbB8d51dAFA6DCc12c3963c2Fe03f,422424695071483313313,2708.3993759152886
0x78Cce014229534C188f3b07FFB72e48e7Bac68E3,360941635745699159088,2314.1973288992217
0x7b29C3F7648e825a774A89463a35AD1b5895C490,359997035215745370351,2308.1409701785674
0x000000E335b46C1BCE7EFA82e0359cB9319B87f6,302419434585621615952,1938.9789883324586
0x3724c6B82edEe8b33EdB3F8A55954686c4CD82dC,193445553757867173772,1240.286903640269
0x3f1ADb91ffE32746d124512a5636Ba964e9d2FB2,191873489213747546955,1230.2075245701803
0xFb28996C2176B3E7870455b5d1f688Aef2cED104,188477383345440927087,1208.4332033205492
0xc5c8730c1C804272d7259e3543811716d327Bb0B,183221393596462178266,1174.7341333513034
0x91d0E43af65D61fCE0d5b3e36d6E9B2d9ECA8c16,177439614542244186168,1137.6639360715867
0x35873857F37a2B6c5D47C6Db742b741fa7215A99,172391638189056720876,1105.2985555336554
0x3Ff82fc9e39f813C077600C5cF6BA041D353B9A1,170557746186202479066,1093.5404551811514
0xE003F0340609D901C0aC0903f5F98c9B2704e8FD,161301759580667663840,1034.1951833767448
0x83aF9043a260A5347DB254A5A2C9B83813Bb0a81,151461019120778331626,971.1007297828364
0xde450Fef8EA2cA18b850c9567458656a13da3110,138259951211395843984,886.4613502571281
0xd6061955A1BF11ec709b134a7E0fdd5DC6dc03eB,135012144406376904726,865.6378566819759
0xEfaE4e2338dD4299E0b31a69450F5073E605C451,129763682375134948188,831.9870510927682
0xaa0C6B57caFf5D97756DfcD5c068acDe5d24CBa3,114381332700440154326,733.3622624733337
0x594Df1F334b72709f9F80b4846cE54BA416eE2d3,109438431167066681837,701.6705749740173
0x2dED124b04bAD867d353Bc51eee730D42Ea17df2,101322893568741747572,649.6373552712705
0x335C3Fbb274e187acBEE13447d4762339fDbEa58,92844235975323982757,595.2759715677771
0xAF06f63B10AaF6f524d9c375F2277b25afE58590,88187812486566414805,565.421053950297
0xf8816B998a4C62efCbc0aF619924F8B56F07D3d5,81642649931549058806,523.4563809894197
0x8592549C337e46D8efA3F205274203685c8D3989,80580594767953002133,516.646955366743
0x93124B67Fa7a3324becdE6bE1bff1f21f209cD57,70954419322954649374,454.92819727360467
0x537b6F941ce307aB8c99a3340Ce137197bE5225F,70926471005935283642,454.74900508797657
0x9921Fa659C7C7637BB21730B9319c0686B3692c5,70089073200093324090,449.37998258243533
0x8f70fE1f23aeEAb68AF1C582DFedfEE1e0a70505,64983950703248822833,416.64820637298584
0xbD579422F0508f763b7AB522A8d2FBD22F5794A4,60299146916524755113,386.6113269000613
0x8d5D8682F8a1a9A063a865510908258048D7CE48,47123358001830489172,302.1340250517145
0x7c055d1A728810D044d7078D6C96256BECc2652c,46871858429198681506,300.52152158421796
0x4cAe97375783A81701e0e7a77f016cf34bBd01Da,43979282216228035907,281.97560866435094
0x91bbCf41BeCF5B0AF08B50101316BDe7D0167489,40289405213258618232,258.31775748130065
0x1d67b326586A9B1bd46793921c785258EFF48Ac8,39036852336908822281,250.28694520117907
0xbF6e37b79F8a6b3C2057394788D9BfD712530992,38993423866284423696,250.00850115160432
0x7D5386B34e4aC9A5EdA051D68172769184F05777,37367701419677494812,239.5850914618451
0x9dcC66Cfda79d69f5F6aA3F461DD445c7F2D29EE,35073661996490329784,224.87673038689945
0x35EEb95fE05EC1eA7cE30698583C25c85448953D,32310192475281652946,207.15859218634768
0x307B20f44A2F783a99FB245e37Df11774ef6Ea2e,29975280914012653710,192.1881771297937
0x550B3D91BaDE13c724c0A4862016d3b8331e0b4D,26352775557600256917,168.96228299759372
