address,amount,points
0x829CEcfe65bD215f15c7d57a261126913E0F8F95,2290063774431584079139,1165.4758365506932
0x46e45b342bd76703A52b9124DE5EF842e6EB393b,2289079228529441024875,1164.974774321888
0xe6CaF898D70a0F0365AE8C6211aDE489025aA1bb,2258982261019866655261,1149.657607709545
0xb4cd24e485ee64dc737eB4E6ff2564807d75Ee0A,2244053233725574500568,1142.0598190501341
0x989F9e2278f258D6639F02E92c257102c8C3197B,2236985492725879794307,1138.462853128874
0x8D36650f6fe87263a4Ea42BeC1f19Af6DbA22940,2231297345383113224671,1135.568
0x6B48b9b09a4b90c760F5090b19DFef8B4A42ca45,2231036011366184084181,1135.435
0x6b821bD540EF180Ab6e8219af224f9ba52045471,2230500084428524132818,1135.16225218268
0x2EDE7660F310c62b318546A479edf496DF2E5d19,2225016137462137521652,1132.3713221878002
0xEd47C2F5bd9a23994c149EB766d2D108De378BDe,2212663334313388077135,1126.084644172858
0xE06660e27844f11Db2c091F49dE76F99F9183712,2205998911639019752329,1122.692937933819
0xa86379333787bE5E4C493C619E18479E180e4BEe,2200714620373566503986,1120.0036181638004
0xc4b002442C5332C8cf24611a18E031088957574f,2194083619064104823337,1116.6289209677666
0x84FF5b0A8162e60AfC599Ad98D7209eeb36a6A14,2187154759503515379038,1113.102635594022
0x1b630b89A5eFA01eA3A9bc9351f2CF32B0f06230,2186229137518642801297,1112.6315613518136
0x8103E86917fE388E16339B83a6F6880c572Db314,2181597063251720555854,1110.2741725788542
0xE9D9B32796de73b45b5A5c97748F1E4c0Aedb0eD,2157440054381270783779,1097.980012723486
0xCbAA88fa26c3d8dffFB2E5FE9dc9249935eDfC67,2147087630090415132145,1092.711382
0xcC0C5F844fF336564E04E5CbbC5268022614FBe5,2142808770974571416446,1090.5337540390676
0xbAaA92e792d2aBA138bcf5A4F779fE8500ece956,2117258334239708801761,1077.530440786278
0xa535EB289eb3E0EF6165Bc5D2184777aFaD8f58c,2103915685511326501000,1070.7400033922916
0x7674de51D018886f5a99e6c1B2773577EF62e88a,2089960674629902769084,1063.637918217769
0xb7CEB88D0D561188E4174612e943F1cf225cB24f,2087742684967929562845,1062.50912286036
0x959090cBEb06feeF3E41d1515D8FC4A07975B846,2074742798704756296502,1055.8931266218292
0xE3e6fF268ab0BB00D102cA38eebf6a779cBcF3bB,2056677018907065757958,1046.698959167746
0xDBC76809c0a2205095D6180b1D784A93D2613Aaf,2055246018928576631879,1045.970684298
0x51D23B934438CA00b4f04F41b11660DbB497275a,2035735681720150068941,1036.0413422275938
0xd49395fD15AbA974dE9DD15695C03A62deA73812,2034200964753087646386,1035.260282957094
0x990E793d2980B641140aacF26663f94A69b73142,2024802043738730844780,1030.476916024616
0x5C40AAF44901B2F03A9c70de1991adF60126F0C3,2017751329641748498034,1026.888615557962
0x519d70f1bc214e10a3FC502E9eE3A36D490a53f0,2002982354508605340015,1019.3722818032094
0x146f2Aaa6e6B36Cdf8FAF037d2C50a00b38Be34d,2001280371730943670627,1018.5060964053453
0x6d44BA5D07FC01b372c9F847dc4b2594Bdc02E0E,1982351109682581636662,1008.872479312486
0x37c9B8Ad60C29e5eF959974E19B441bbbb523a7B,1975749787516519063502,1005.5128866409929
0x3CD9FCA1112fF3F7A301F9e8DD826882d35c12E5,1973958190775537332229,1004.6010942560948
0x2535423dcB63c510983c0FAb41BD543F1283b570,1971314503918399850591,1003.25565
0xF4F7da2F1429B9260595035778cb842665920e08,1970033024075086359517,1002.60347
0xA907e98DF2e4a7319B8cC641A5993705f57E2d0F,1967880765503079828704,1001.5081269848015
0xA3869c5D4D596d5B627Ce55134c5C79519f7E55b,1967438771609176228594,1001.283184252202
0x7eED52dFeB41e2D14d225cE8025862F57292Ef55,1966882337938807950195,1001
0x39BFf8C8E9CC9bD59b88190AC0961d1C944020f1,1957754856585481093134,996.3547761050847
0x3889e903AC79adf0E9c0a75be64852D8bC1fe92C,1947694347585455034277,991.2347090249259
0x9Dc1d00604F77F06Bb444753d40d533eB2D0d94A,1942125875898752155990,988.4007620974088
0xb8aDBb70137aeB9aFF231547e0Eb8CD86Be40C3a,1936811689175454830547,985.696227714536
0x213Cd78F59BCe7F119A2ACc868a567d6a80163D6,1933700638361116716624,984.1129292095446
0x845c7d81792e73caD3Bb7B0971de0d6953E1CC7C,1926186567114298213710,980.2888136674082
0x58da014719Bd7679e814ddf43FDbe4C3fA8b1837,1924434226903351145666,979.3969999999999
0x66D437774b213303fB2b72ac7129a30d5A6DD182,1921848629963466009940,978.0811192851742
0x73e4e06993dfA17569dA41C7c054580E648ddD42,1918081113116862525203,976.163727334112
0xd875770031e07A8d171856f8854478C5798a4400,1916189433406856551301,975.201
0x888a00fdE33Fc5B48AFa9209023e37F5f0958888,1907395486125748675477,970.725520679964
0x666262D5Dbb5ab8f819DA36e5F0bD10B957757E0,1899884591176295771220,966.9030216420799
0x006e19101CAC0FA8740d6E39768e83b957c5C06C,1898774570904636448176,966.338102088684
0xa0a77A9262d1771cc6f6126ED9665283d8185dcF,1869023893610532013554,951.197172
0xb780f6f9E4b51cEF6efa275750a2AC2501A0E446,1859868135907934401985,946.5375575006881
0xf197F751d78713570B5c332ad701B049cEB6b4AF,1857954963205267858939,945.563891797138
0x6A6891fb9589F021E6430e6AB0947E0917EDDD01,1854733349346618979325,943.92432474714
0xAbF695848Cea16c364FF67e300C61ee7fd173740,1853478916853151986288,943.2859098802517
0x38EAb7af2C1220831d24b6A6C990A605a564f848,1848099057403423785217,940.5479528579615
0x832d133C2D437D6F72cBC8E6072D314096b575Ba,1835636165549362203819,934.20524770205
