walletAddress,amount,points
0x466717457eCe9B0B265be25E4b2B456ad8DCc68c,352924092750433541368693,19002007.575414684
0xf7982b9C12dD48b970CDD6b6b620Ebf026f436b2,325018219033188710454851,17499509.914682224
0x373F812cE2B94c46Fbd6ad8795b3d766bD1a8308,319411211675943690352142,17197619.51256361
0x8E4accc30AED722b528b1c1ba299B312e2506000,319145053939720150083303,17183289.146845136
0xa9545a9E5C9137d3b145c0bd194583C69F08f1b6,314875791133168735541403,16953425.088658284
0xd5ef3e0C760C12BE4604451c2249bC92e101B0Cb,304682592718156171031296,16404606.6954727
0xA1F667AFC5A6f37674cb12Ce4B4a1ab0A9DF8a51,194329309165998245589435,10463006.297245385
0x4806b6F56a6F92Fe3c99c462Ff371D3024045b7F,144223836076925392262638,7765246.074109899
0x39b765389Aa9172c280db6dA36Bd92D8cE2A17c1,126930895141432731179520,6834165.988030888
0xBAaB387bb8Ed5D74318ceE6205C730745cE6a5c4,114286745934292834135704,6153384.415012449
0x0C06c896FebC48a2d13d506c71C4A51E7aa36369,97302746503631366067566,5238938.2423889125
0x1bAE018c51fF7dBD8Db57Ed602577BDB38749cc1,92136916126135882223025,4960801.526922762
0xA9E30f028601608B4129cd6AA3c636c88141bc9C,14422383607692559962743,776524.607410991
0xA1f1A742C8eB32d7AaBeF30654d88E258E3F7eD1,12693089514143286578474,683416.5988030896
0x3370ACe86856e0B22227Ff73B5a9289416146651,11428674593429279411794,615338.4415012447
0xDdA41785d24cda28bE2897FD49f0Bd5D9e5E539c,9730274650363135151565,523893.8242388912
0x2692653637Cc0dB5D9b80E5404467736B4774F9A,9213691612613580218749,496080.1526922758
0xDa8155F0347047754b5ae32cdc7cb5af548dee71,1993669488850215884668,107342.4101901538
0xE496FF96f62A871de4F4BDb14b4c5E21d9eAcee0,1468650740026346738887,79074.54622927478
0x2787075c78908F817F901630724d3465AfB13781,703061583256212202286,37853.979950483765
0xa342B52eC9c386a530c0e85937731415581Bd38C,556261972760045523501,29950.049989293388
0x41C3c2e086fB0CC0D482735112c19b89c636dE60,523081243861042025856,28163.54554018371
0xA9C233652C2771Cd585cF52Df49f3558dc7fea96,372846222347304944833,20074.64745830825
0x9C7B84BE5D69BB41a718A4aF921E44730a277F90,349394808429728755073,18811.985163299996
0x02e556fb08A6b4d63FC46CeC5Da43D22A31fafc7,258836204312127222238,13936.162523788431
0xe9128dEeBec5044A02A229dC14449350f9e522aB,228905594751284326094,12324.649789762378
0xD0Dfcd797119b3B2478a6633dfd1acC9cC111311,215100131094800389064,11581.341156627703
0x98Fcf2Ecd0Ca94846e578107183B46706c9c8C89,205032300065998754235,11039.272747564552
0xea492dCdF98161a37A3BDd83c1067c01ebAd4Ad8,191597681864955433184,10315.931037341466
0x6160D7945eef4658088939504e3D4ab9Fc64D30a,189787331913323271237,10218.4588494073
0x979DB9D7e2375210602468e9Cb20C92F5AD6b115,167576479918052740459,9022.590427443276
0x451248229712D6F207ff9466d8D3A33CB59d103c,164726449035144469235,8869.14012597722
0xC2264598c86C22F78f5d1e661377Ee4a1000cE0A,162896569726565218161,8770.616445678901
0x64874f2C70C125d300a1949Ad57CBd65d5921122,155898010683773122764,8393.802635911139
0x97A1B43f47dBF65a1260F8D91c2cAD1736b7aB69,141959429416289452774,7643.3267339370805
0xB71B91b004CAC3d8cbA99E185B94e87d3Ed0daf3,141338682117517834058,7609.904689038553
